# BUSCO version is: 3.0.2
# The lineage dataset is: endopterygota_odb9 (Creation date: 2016-02-13, number of species: 35, number of BUSCOs: 2442)
# To reproduce this run: python /pub46/samw/bin/busco_v3/scripts/run_BUSCO.py -i ./chromosome.fa -o silk_db3 -l /pub46/samw/bin/busco_v3/DB/endopterygota_odb9/ -m genome -c 60 --long --limit 4 -z -sp heliconius_melpomene1
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090R027N	Complete	Chr11	12607374	12611285	815.4	531
EOG090R027U	Complete	Chr25	1857760	1871556	766.3	512
EOG090R027X	Complete	Chr1z	15851293	15854905	624.9	455
EOG090R0283	Complete	Chr1z	8473364	8478247	799.8	461
EOG090R028R	Complete	Chr11	11775596	11784103	880.8	619
EOG090R028V	Fragmented	Chr06	2447432	2452261	716.5	419
EOG090R0292	Complete	Chr09	14343898	14366692	1175.3	586
EOG090R029A	Complete	Chr13	8931979	8938976	708.4	562
EOG090R029C	Fragmented	Chr17	877642	880583	521.5	302
EOG090R029G	Complete	Chr23	15597170	15602269	442.7	376
EOG090R029H	Complete	Chr10	16964863	16967769	1119.9	720
EOG090R029I	Complete	Chr10	3042396	3047843	931.1	577
EOG090R029N	Fragmented	Chr19	5574649	5579205	212.7	153
EOG090R029O	Complete	Chr09	7929271	7948383	816.3	652
EOG090R029R	Complete	Chr10	9271999	9286534	1089.5	672
EOG090R029V	Complete	Chr07	13130773	13149279	393.7	296
EOG090R02AW	Complete	Chr25	1235520	1250738	1106.9	672
EOG090R02AY	Complete	Chr04	7617787	7633409	432.0	319
EOG090R02B1	Complete	Chr26	505555	531707	1004.0	567
EOG090R02BL	Complete	Chr27	616801	640396	1162.3	790
EOG090R02BN	Complete	Chr07	7487994	7498277	1144.2	542
EOG090R02BP	Complete	Chr10	7697463	7705843	615.1	602
EOG090R02BQ	Complete	Chr13	3256480	3275005	810.6	582
EOG090R02BT	Complete	Chr22	5668825	5672972	1055.5	512
EOG090R02BW	Complete	Chr22	4305958	4312210	306.8	1164
EOG090R02C2	Complete	Chr22	4324156	4338814	711.8	591
EOG090R02CD	Complete	Chr21	14434001	14442317	874.4	601
EOG090R02CG	Fragmented	Chr27	6338501	6342014	451.5	227
EOG090R02D3	Complete	Chr11	9742917	9749061	717.4	437
EOG090R02D7	Complete	Chr15	256824	258521	910.5	495
EOG090R02DB	Complete	Chr15	6425260	6435161	911.0	478
EOG090R02DE	Complete	Chr10	17005924	17009499	423.9	286
EOG090R02DK	Complete	Chr14	9621498	9636668	936.0	498
EOG090R02DL	Complete	Chr18	6127174	6130690	1171.4	587
EOG090R02DX	Complete	Chr13	5325089	5341937	1038.5	583
EOG090R02E0	Fragmented	Chr10	7984974	7994211	824.4	432
EOG090R02E4	Complete	Chr16	8958170	8993360	760.4	1000
EOG090R02EC	Complete	Chr15	13117990	13130616	1187.3	644
EOG090R02EE	Complete	Chr08	6664833	6678956	612.6	507
EOG090R02EJ	Complete	Chr10	7028289	7038745	1016.5	505
EOG090R02EK	Complete	Chr21	9217109	9220920	511.6	378
EOG090R02EP	Complete	Chr25	8746563	8748896	888.2	588
EOG090R02ER	Complete	Chr25	9562308	9575935	456.9	274
EOG090R02ES	Complete	Chr22	2240976	2248608	751.2	743
EOG090R02ET	Fragmented	Chr11	11667749	11672285	622.1	523
EOG090R02EU	Complete	Chr05	11193173	11201535	895.8	602
EOG090R02EX	Complete	Chr17	9079577	9081730	964.4	614
EOG090R02F3	Complete	Chr24	4042295	4062143	253.0	324
EOG090R02FA	Complete	Chr04	13153184	13158230	1102.7	745
EOG090R02FE	Complete	Chr04	13180445	13188741	899.1	541
EOG090R02FP	Complete	Chr20	7147884	7149566	714.9	461
EOG090R02FZ	Complete	Chr04	11442178	11447435	1132.4	616
EOG090R02G1	Complete	Chr12	17492309	17495010	424.0	618
EOG090R02G7	Complete	Chr13	4893257	4907333	933.5	651
EOG090R02G8	Complete	Chr10	7673557	7685336	993.9	563
EOG090R02GB	Complete	Chr22	10738445	10753575	1122.7	604
EOG090R02GN	Complete	Chr26	6154801	6166318	468.0	317
EOG090R02GT	Complete	Chr07	12600033	12613957	587.5	537
EOG090R02GV	Complete	Chr18	3322094	3323963	1106.0	536
EOG090R02HB	Complete	Chr23	15097239	15121380	1270.4	827
EOG090R02HO	Complete	Chr21	13820087	13843487	982.4	720
EOG090R02HY	Complete	Chr25	3667083	3679077	613.6	529
EOG090R02I1	Complete	Chr18	8775709	8782328	378.6	367
EOG090R02I9	Complete	Chr05	9991433	9996889	938.6	635
EOG090R02IE	Complete	Chr11	10166285	10169597	828.8	573
EOG090R02IF	Complete	Chr12	3225085	3227310	977.5	614
EOG090R02IG	Complete	Chr04	12068271	12081081	1000.6	972
EOG090R02IP	Complete	Chr12	10762571	10766686	828.9	843
EOG090R02IQ	Complete	Chr12	14203815	14218236	965.5	541
EOG090R02IR	Complete	Chr13	6163338	6167162	374.3	382
EOG090R02J0	Complete	Chr04	11807712	11814607	1107.5	522
EOG090R02JF	Complete	Chr04	1857809	1861499	482.8	448
EOG090R02JQ	Complete	Chr18	15902138	15913037	771.2	488
EOG090R02JS	Complete	Chr07	445583	448723	356.7	329
EOG090R02JT	Complete	Chr12	17306266	17315003	742.3	456
EOG090R02K5	Complete	Chr13	13085130	13096204	1123.1	625
EOG090R02K7	Complete	Chr13	8334930	8341967	550.1	497
EOG090R02K8	Complete	Chr15	3147881	3154198	1036.2	493
EOG090R02KU	Missing
EOG090R02LJ	Complete	Chr10	7726237	7733106	1069.2	762
EOG090R02LK	Complete	Chr05	3611847	3626586	993.7	672
EOG090R02LQ	Complete	Chr21	870577	886911	903.7	857
EOG090R02MB	Complete	Chr28	8770824	8776735	902.5	524
EOG090R02MI	Complete	Chr04	14717247	14721050	891.1	399
EOG090R02MQ	Complete	Chr15	13278222	13287397	720.3	337
EOG090R02MU	Complete	Chr05	6576667	6579234	626.7	533
EOG090R02MY	Complete	Chr23	12468013	12485144	1142.4	655
EOG090R02MZ	Complete	Chr15	13679898	13701908	614.4	658
EOG090R02NG	Complete	Chr11	13076824	13101295	1104.3	862
EOG090R02NQ	Complete	Chr1z	3300174	3321433	792.2	530
EOG090R02NX	Fragmented	Chr04	417951	424496	222.9	284
EOG090R02OA	Complete	Chr25	6467197	6483761	947.1	608
EOG090R02OJ	Complete	Chr23	8279511	8303635	1133.3	802
EOG090R02OK	Complete	Chr08	11917799	11929272	981.9	585
EOG090R02OX	Complete	Chr19	6259266	6261029	1063.6	513
EOG090R02P3	Complete	Chr21	5028719	5039276	700.3	499
EOG090R02P5	Complete	Chr25	9894950	9899944	631.6	560
EOG090R02PD	Fragmented	Chr23	11285689	11300173	427.3	446
EOG090R02PH	Complete	Chr08	12007274	12016687	672.5	469
EOG090R02PM	Complete	Chr13	971706	977315	800.3	450
EOG090R02PO	Complete	Chr13	9268640	9273038	686.5	535
EOG090R02PX	Complete	Chr15	516849	519093	320.1	417
EOG090R02Q7	Complete	Chr09	7793148	7822135	346.2	225
EOG090R02Q9	Complete	Chr12	17509456	17514365	196.8	126
EOG090R02QH	Complete	Chr10	10217229	10224079	604.7	522
EOG090R02QL	Complete	Chr12	9006578	9015621	957.4	449
EOG090R02QS	Complete	Chr06	8390490	8402280	301.1	199
EOG090R02R5	Complete	Chr1z	20340335	20355022	604.9	378
EOG090R02RA	Complete	Chr21	6799407	6809690	905.4	704
EOG090R02RB	Complete	Chr09	6404271	6408537	485.0	278
EOG090R02RH	Complete	Chr19	9871645	9892737	734.0	497
EOG090R02SB	Complete	Chr04	14721996	14727489	825.2	717
EOG090R02SJ	Complete	Chr13	10420862	10422634	429.5	310
EOG090R02SQ	Complete	Chr06	2699386	2705192	603.6	353
EOG090R02SS	Complete	Chr19	6126289	6146135	780.5	511
EOG090R02SW	Complete	Chr1z	13264356	13267074	400.7	342
EOG090R02T8	Complete	Chr20	11961405	11963096	649.6	438
EOG090R02TE	Complete	Chr13	16123840	16129997	541.6	446
EOG090R02TG	Complete	Chr13	6677997	6686881	928.5	545
EOG090R02TM	Fragmented	Chr1z	4560251	4568803	426.3	291
EOG090R02TR	Complete	Chr1z	4881457	4890660	1099.1	519
EOG090R02U9	Complete	Chr04	14240543	14245424	1045.0	635
EOG090R02UK	Complete	Chr15	11846859	11852577	663.7	417
EOG090R02VE	Complete	Chr15	15331329	15333767	1189.9	638
EOG090R02VJ	Complete	Chr11	19074805	19078469	578.7	284
EOG090R02VT	Complete	Chr25	2223256	2241441	862.8	610
EOG090R02WK	Complete	Chr12	9886932	9899767	877.4	640
EOG090R02WQ	Fragmented	Chr23	16261425	16283322	214.3	195
EOG090R02XE	Complete	Chr1z	9629298	9634823	990.9	513
EOG090R02XK	Complete	Chr1z	6777517	6789050	773.8	479
EOG090R02XN	Complete	Chr11	5886834	5889502	457.6	423
EOG090R02XT	Complete	Chr26	9817946	9825967	1083.6	553
EOG090R02XU	Missing
EOG090R02Y2	Complete	Chr12	7034763	7050529	550.1	553
EOG090R02Y3	Complete	Chr22	10681569	10692382	856.2	532
EOG090R02Y6	Complete	Chr12	3302522	3309904	638.7	425
EOG090R02YB	Complete	Chr22	7180414	7192981	501.1	386
EOG090R02YC	Complete	Chr05	9951333	9969113	1004.3	504
EOG090R02YH	Complete	Chr02	524284	536532	795.1	494
EOG090R02YL	Fragmented	Chr19	1547532	1555200	153.7	265
EOG090R02YW	Complete	Chr03	11058332	11059537	248.3	143
EOG090R02Z6	Complete	Chr19	9966745	9968931	887.5	488
EOG090R02Z9	Complete	Chr25	7320278	7329015	1029.0	654
EOG090R02ZC	Complete	Chr20	8833426	8848776	981.5	493
EOG090R02ZD	Complete	Chr21	13570496	13572736	722.0	624
EOG090R02ZN	Complete	Chr26	7341115	7358148	632.5	393
EOG090R02ZP	Complete	Chr11	12724980	12738553	883.3	637
EOG090R02ZR	Complete	Chr06	828730	850621	992.8	664
EOG090R02ZV	Missing
EOG090R0302	Complete	Chr24	2736937	2739360	670.6	480
EOG090R0303	Complete	Chr09	8216413	8246690	653.5	423
EOG090R0305	Complete	Chr16	3505505	3517700	747.8	539
EOG090R0307	Complete	Chr12	10731907	10744314	830.7	546
EOG090R030M	Complete	Chr13	9256833	9265788	594.6	359
EOG090R030Q	Complete	Chr04	11817883	11824758	481.6	335
EOG090R030V	Complete	Chr10	6859741	6876457	430.3	381
EOG090R0311	Fragmented	Chr06	8252159	8256636	121.4	106
EOG090R0318	Complete	Chr20	8898200	8920832	1039.4	539
EOG090R0319	Complete	Chr11	3094436	3095968	550.3	379
EOG090R031A	Complete	Chr10	16284321	16288996	935.5	568
EOG090R031M	Complete	Chr25	4894791	4896623	707.6	490
EOG090R031N	Complete	Chr03	2465849	2468233	545.5	525
EOG090R031P	Complete	Chr19	12959183	12973117	980.4	547
EOG090R031Q	Complete	Chr03	4753562	4757678	516.3	384
EOG090R031U	Complete	Chr21	3365409	3380755	619.1	653
EOG090R0326	Complete	Chr20	10325945	10327540	842.6	420
EOG090R032F	Complete	Chr16	6302356	6315548	807.2	529
EOG090R032J	Complete	Chr08	10332123	10333799	705.3	458
EOG090R032L	Complete	Chr09	13661717	13671286	541.8	391
EOG090R032Y	Complete	Chr17	12526720	12535502	763.8	403
EOG090R032Z	Complete	Chr05	8144078	8149973	599.2	465
EOG090R033B	Complete	Chr1z	12192217	12211325	544.4	504
EOG090R033W	Complete	Chr16	13352005	13354572	582.6	450
EOG090R0340	Complete	Chr04	5843117	5849119	405.9	346
EOG090R0348	Complete	Chr06	2652631	2676582	591.4	522
EOG090R034A	Complete	Chr21	4951312	4967818	802.4	426
EOG090R034K	Complete	Chr07	3572181	3589533	912.1	672
EOG090R034P	Complete	Chr24	12751998	12759905	912.4	459
EOG090R034V	Complete	Chr19	11137556	11153000	943.9	535
EOG090R0351	Complete	Chr15	3839623	3843617	557.8	467
EOG090R0355	Complete	Chr15	15736085	15739821	670.5	419
EOG090R035C	Complete	Chr23	5270507	5282772	456.5	534
EOG090R035G	Complete	Chr23	7597019	7603960	917.3	488
EOG090R035J	Complete	Chr15	6726439	6734436	741.6	553
EOG090R035K	Complete	Chr05	9194590	9201902	610.6	368
EOG090R035O	Complete	Chr04	6693442	6694923	856.0	448
EOG090R0360	Complete	Chr07	6451048	6454251	892.4	896
EOG090R0363	Fragmented	Chr27	5959519	5975558	1063.2	526
EOG090R0364	Complete	Chr27	5201805	5225800	946.9	487
EOG090R036A	Complete	Chr15	9271227	9288381	1081.1	568
EOG090R036G	Complete	Chr12	2798887	2806552	676.6	473
EOG090R036W	Complete	Chr15	11662862	11664193	685.6	380
EOG090R037A	Complete	Chr11	19910798	19912770	764.0	411
EOG090R037B	Complete	Chr1z	6400952	6429558	875.0	760
EOG090R037J	Complete	Chr23	8684947	8689935	396.1	283
EOG090R037Z	Complete	Chr1z	8509049	8516336	826.5	442
EOG090R038O	Complete	Chr22	5719897	5723699	267.5	180
EOG090R0399	Complete	Chr12	10108441	10110390	634.6	448
EOG090R039A	Complete	Chr03	3150351	3157217	402.8	386
EOG090R039I	Complete	Chr03	3682564	3702005	514.2	553
EOG090R039Q	Fragmented	Chr14	6100095	6108859	769.4	541
EOG090R03A3	Complete	Chr11	15524675	15541714	752.0	481
EOG090R03AC	Complete	Chr12	10204220	10206574	783.8	441
EOG090R03AE	Complete	Chr22	16098695	16123311	593.5	618
EOG090R03AN	Complete	Chr06	4716666	4729692	694.5	404
EOG090R03AT	Complete	Chr04	5802965	5815894	692.4	406
EOG090R03AU	Fragmented	Chr10	16010282	16018120	538.2	483
EOG090R03BD	Complete	Chr10	8663969	8666282	946.3	449
EOG090R03BK	Complete	Chr10	7580132	7584146	446.2	382
EOG090R03BL	Complete	Chr06	14263737	14270125	1034.3	508
EOG090R03BP	Complete	Chr20	2809632	2821020	907.7	552
EOG090R03BV	Complete	Chr24	18433694	18447498	751.6	448
EOG090R03BW	Complete	Chr1z	14473324	14479642	476.0	348
EOG090R03CR	Complete	Chr25	10934632	10946696	416.2	247
EOG090R03CY	Complete	Chr09	3604344	3607703	589.0	408
EOG090R03D7	Fragmented	Chr10	16297925	16298550	143.6	107
EOG090R03DB	Duplicated	Chr1z	6036568	6038004	797.3	408
EOG090R03DB	Duplicated	Chr03	7947206	7953538	785.2	416
EOG090R03DD	Complete	Chr09	13679705	13694019	816.9	441
EOG090R03DG	Complete	Chr17	5468453	5496594	1029.8	759
EOG090R03E3	Complete	Chr1z	18799902	18809829	672.8	490
EOG090R03E4	Complete	Chr19	2424833	2427166	477.3	379
EOG090R03E6	Complete	Chr05	15728780	15732143	126.1	196
EOG090R03E7	Complete	Chr05	18093476	18095800	755.2	542
EOG090R03EC	Complete	Chr20	10921300	10925894	963.9	543
EOG090R03EH	Duplicated	Chr15	7720255	7725784	817.4	438
EOG090R03EH	Duplicated	Chr26	10592702	10598236	794.0	425
EOG090R03F2	Missing
EOG090R03F6	Complete	Chr10	7811008	7816510	628.1	392
EOG090R03FA	Complete	Chr04	11646454	11648316	709.3	543
EOG090R03FB	Complete	Chr22	9384159	9395909	765.3	399
EOG090R03FF	Complete	Chr24	11991360	12000515	497.1	434
EOG090R03FH	Complete	Chr24	17456243	17457565	464.2	370
EOG090R03G4	Complete	Chr04	10588800	10594432	451.4	347
EOG090R03GK	Complete	Chr19	6262007	6268318	616.7	435
EOG090R03H9	Missing
EOG090R03HD	Complete	Chr11	6318319	6324886	841.3	442
EOG090R03HL	Complete	Chr20	10885125	10901128	680.6	407
EOG090R03HN	Complete	Chr11	16156297	16161986	661.7	340
EOG090R03HT	Complete	Chr23	7671604	7681436	696.1	398
EOG090R03HW	Complete	Chr16	9805646	9810920	895.5	434
EOG090R03HY	Complete	Chr10	10370775	10372427	486.4	363
EOG090R03I4	Complete	Chr06	14512254	14513735	456.3	333
EOG090R03I6	Complete	Chr26	9655800	9664353	1042.9	450
EOG090R03II	Complete	Chr10	14883016	14885727	577.2	359
EOG090R03IO	Complete	Chr25	7309978	7318062	128.1	199
EOG090R03IW	Complete	Chr12	7119793	7132749	666.5	455
EOG090R03IX	Complete	Chr14	303411	317111	403.5	346
EOG090R03J0	Complete	Chr09	1509378	1510901	647.4	418
EOG090R03J8	Complete	Chr15	12835395	12842110	565.3	270
EOG090R03JA	Complete	Chr12	16582434	16587102	494.8	440
EOG090R03JI	Complete	Chr05	10512434	10517551	850.9	421
EOG090R03JN	Complete	Chr22	13418551	13427522	765.9	417
EOG090R03K0	Complete	Chr05	3844911	3848377	407.5	281
EOG090R03K8	Complete	Chr23	1611029	1612846	571.6	380
EOG090R03KH	Complete	Chr20	4862752	4866250	824.6	399
EOG090R03L1	Complete	Chr15	13139793	13161580	495.1	489
EOG090R03L2	Complete	Chr26	6489803	6507201	588.0	336
EOG090R03LB	Complete	Chr22	17388605	17394298	290.8	216
EOG090R03LU	Complete	Chr12	11544949	11557318	1071.6	693
EOG090R03LX	Complete	Chr11	10475338	10477416	1260.1	684
EOG090R03MB	Complete	Chr19	14583276	14590525	487.9	385
EOG090R03MY	Complete	Chr04	1604306	1617616	772.0	547
EOG090R03NA	Complete	Chr13	11319060	11321095	640.7	443
EOG090R03NF	Complete	Chr18	6082606	6100187	836.5	547
EOG090R03NL	Fragmented	Chr04	13372858	13373936	187.8	92
EOG090R03O0	Complete	Chr16	2493316	2506266	851.7	499
EOG090R03O7	Fragmented	Chr08	6991431	6995765	231.7	210
EOG090R03O8	Complete	Chr13	2851290	2863975	305.3	223
EOG090R03OA	Fragmented	Chr07	2080673	2097796	596.7	276
EOG090R03OH	Fragmented	Chr06	9331527	9335131	416.6	297
EOG090R03OJ	Complete	Chr21	7139726	7141300	851.4	456
EOG090R03OM	Complete	Chr07	12914987	12925708	482.2	306
EOG090R03P4	Complete	Chr12	10575651	10590326	1111.2	664
EOG090R03P8	Complete	Chr1z	17027608	17039402	237.3	168
EOG090R03P9	Complete	Chr08	7186963	7198961	657.4	457
EOG090R03PF	Complete	Chr24	9452053	9453489	341.7	403
EOG090R03PO	Complete	Chr13	12114952	12131916	571.4	526
EOG090R03PR	Complete	Chr17	12133098	12137440	640.4	382
EOG090R03Q3	Complete	Chr19	5746273	5752563	499.1	428
EOG090R03Q4	Complete	Chr17	14274904	14283436	533.1	431
EOG090R03QT	Complete	Chr17	9094641	9103095	874.2	547
EOG090R03QU	Complete	Chr25	5624656	5628171	1003.4	457
EOG090R03RJ	Missing
EOG090R03RU	Complete	Chr11	6298858	6304547	809.3	415
EOG090R03S4	Complete	Chr21	11170876	11189901	1343.3	724
EOG090R03SA	Complete	Chr19	9947081	9955820	718.4	506
EOG090R03SD	Complete	Chr11	4197861	4199321	626.1	394
EOG090R03SR	Complete	Chr10	9642429	9644282	626.1	465
EOG090R03SU	Complete	Chr26	9735398	9748001	758.4	379
EOG090R03T0	Complete	Chr12	9771723	9781088	666.6	390
EOG090R03T6	Complete	Chr1z	9885565	9896578	448.7	281
EOG090R03TB	Complete	Chr16	12745014	12754244	395.8	327
EOG090R03TE	Complete	Chr18	2438362	2458095	739.8	398
EOG090R03TJ	Complete	Chr11	10533145	10534953	696.8	345
EOG090R03TT	Complete	Chr07	12836455	12844508	824.6	417
EOG090R03UL	Complete	Chr26	11374672	11394100	402.8	315
EOG090R03UM	Complete	Chr06	940204	944627	927.5	469
EOG090R03UQ	Complete	Chr21	15318675	15320768	919.7	514
EOG090R03V1	Complete	Chr15	10790170	10797635	787.6	474
EOG090R03V3	Complete	Chr23	15648508	15661697	523.3	931
EOG090R03VE	Complete	Chr05	6302596	6314454	454.1	313
EOG090R03VK	Complete	Chr04	1287400	1295771	446.7	244
EOG090R03VU	Complete	Chr04	8368464	8380391	606.3	569
EOG090R03VZ	Complete	Chr11	11746823	11749241	321.1	336
EOG090R03W6	Complete	Chr17	2973748	2975746	679.7	483
EOG090R03WV	Fragmented	Chr15	11681860	11688022	233.6	302
EOG090R03WW	Complete	Chr03	7659634	7668364	343.2	316
EOG090R03WZ	Complete	Chr05	16302082	16316786	670.6	335
EOG090R03X5	Complete	Chr04	6138679	6148989	430.5	353
EOG090R03XD	Fragmented	Chr02	8645881	8649068	318.7	230
EOG090R03XI	Complete	Chr06	14456253	14471590	864.9	661
EOG090R03XM	Complete	Chr26	9952103	9959505	801.3	505
EOG090R03XY	Complete	Chr10	8027955	8029958	729.9	483
EOG090R03Y8	Complete	Chr20	6527999	6531111	628.6	353
EOG090R03Y9	Complete	Chr22	8868226	8878342	535.0	380
EOG090R03YT	Complete	Chr13	5297625	5316291	881.2	675
EOG090R03YV	Fragmented	Chr16	1957745	1960950	303.5	196
EOG090R03Z7	Complete	Chr16	6316427	6318472	654.0	521
EOG090R03ZA	Fragmented	Chr06	4290847	4301319	671.0	415
EOG090R03ZD	Complete	Chr04	10979074	10980558	817.2	404
EOG090R03ZG	Complete	Chr05	136378	138848	714.7	393
EOG090R03ZL	Complete	Chr06	5562183	5563886	945.3	499
EOG090R03ZR	Complete	Chr15	4047172	4051247	762.1	394
EOG090R03ZS	Complete	Chr15	7693302	7711643	721.3	378
EOG090R0400	Complete	Chr08	14179837	14191576	731.3	399
EOG090R040F	Complete	Chr13	7104922	7107117	584.1	353
EOG090R040L	Complete	Chr05	19138576	19141697	560.2	351
EOG090R040N	Complete	Chr07	7994065	7996035	825.8	464
EOG090R0413	Complete	Chr11	11915909	11923500	970.8	484
EOG090R0418	Complete	Chr10	12655455	12664750	683.8	437
EOG090R041D	Complete	Chr04	13473379	13480379	473.7	309
EOG090R041R	Complete	Chr03	14003270	14020908	329.5	278
EOG090R0421	Complete	Chr25	6275785	6285229	700.3	390
EOG090R0427	Complete	Chr13	16131859	16141065	692.1	423
EOG090R042C	Complete	Chr28	3976846	3985215	541.8	384
EOG090R042E	Complete	Chr24	18905510	18921303	874.3	487
EOG090R042J	Complete	Chr06	1862143	1868557	546.0	385
EOG090R042Q	Complete	Chr28	4030456	4038726	419.1	340
EOG090R042S	Complete	Chr16	6136859	6148449	431.4	529
EOG090R042T	Complete	Chr05	19039074	19046641	521.1	282
EOG090R042U	Complete	Chr04	13458183	13467084	363.3	251
EOG090R043A	Complete	Chr11	10063809	10089028	655.8	359
EOG090R043F	Complete	Chr16	981879	986618	698.7	501
EOG090R043M	Complete	Chr10	6532429	6541797	688.1	472
EOG090R043R	Complete	Chr18	8122218	8123825	701.8	465
EOG090R043S	Complete	Chr04	12243166	12248598	928.8	488
EOG090R0444	Missing
EOG090R0449	Complete	Chr17	6922503	6937215	577.0	453
EOG090R044M	Complete	Chr21	13517300	13520416	383.6	218
EOG090R0459	Complete	Chr06	10211160	10215233	499.8	302
EOG090R045B	Complete	Chr1z	9061653	9071455	522.1	363
EOG090R045E	Complete	Chr28	2648660	2650225	592.6	448
EOG090R045F	Complete	Chr25	5423627	5441590	776.0	640
EOG090R045M	Complete	Chr03	4074272	4079490	842.4	372
EOG090R045R	Complete	Chr17	10908457	10921173	438.6	507
EOG090R045X	Missing
EOG090R0460	Complete	Chr21	5731732	5733407	250.2	233
EOG090R0463	Fragmented	Chr25	8534949	8544231	213.3	169
EOG090R046K	Complete	Chr12	12474232	12478793	565.9	364
EOG090R046R	Complete	Chr26	882992	897389	429.8	423
EOG090R0478	Complete	Chr23	7094053	7095630	573.8	388
EOG090R047C	Complete	Chr10	10856735	10862941	462.1	642
EOG090R047E	Complete	Chr10	2958443	2961893	467.0	359
EOG090R047W	Complete	Chr20	9426602	9437253	786.1	400
EOG090R0481	Complete	Chr09	8353921	8367697	818.4	411
EOG090R0485	Complete	Chr28	7593010	7599925	583.6	330
EOG090R0487	Complete	Chr26	9962768	9978303	909.0	425
EOG090R048N	Complete	Chr12	3248493	3250383	592.2	490
EOG090R048O	Complete	Chr15	12255489	12266107	640.4	448
EOG090R049O	Complete	Chr09	8704534	8708843	753.0	591
EOG090R049S	Complete	Chr08	14344500	14359092	442.1	234
EOG090R049Y	Complete	Chr26	4703722	4717680	717.8	459
EOG090R04AD	Complete	Chr11	17711099	17719794	681.5	402
EOG090R04AF	Complete	Chr11	14713628	14719927	837.7	421
EOG090R04AS	Complete	Chr13	16120258	16122214	629.9	368
EOG090R04B0	Complete	Chr12	10153028	10159798	664.3	421
EOG090R04B9	Complete	Chr21	10962304	10970551	965.0	487
EOG090R04BI	Complete	Chr12	7086001	7093964	696.7	412
EOG090R04BY	Complete	Chr11	11644371	11653649	496.7	336
EOG090R04C3	Complete	Chr04	82270	85904	793.8	402
EOG090R04C6	Complete	Chr05	15895196	15907074	684.8	411
EOG090R04C7	Complete	Chr20	10342686	10354341	426.8	328
EOG090R04CF	Complete	Chr23	21022978	21044384	678.3	362
EOG090R04CG	Complete	Chr05	7893676	7895674	624.1	409
EOG090R04CW	Complete	Chr12	7095161	7100185	405.4	316
EOG090R04DB	Complete	Chr03	9223320	9229425	733.9	432
EOG090R04DD	Complete	Chr25	6935978	6940800	413.5	339
EOG090R04DN	Complete	Chr23	16942718	16956689	613.3	393
EOG090R04E6	Complete	Chr11	16079810	16084886	229.0	220
EOG090R04EI	Complete	Chr24	18489184	18498922	640.3	372
EOG090R04EO	Complete	Chr11	14278828	14289102	848.6	441
EOG090R04FB	Complete	Chr11	11141926	11148283	689.5	428
EOG090R04FF	Complete	Chr21	9257281	9266133	727.9	433
EOG090R04FG	Complete	Chr06	575825	577627	954.4	464
EOG090R04FY	Fragmented	Chr23	17357129	17366670	335.1	372
EOG090R04G9	Complete	Chr23	9431719	9437148	741.2	419
EOG090R04GF	Complete	Chr23	8939795	8953258	840.1	572
EOG090R04GO	Complete	Chr21	9739570	9752514	1551.9	802
EOG090R04GT	Complete	Chr05	16274627	16294475	821.2	590
EOG090R04H6	Complete	Chr08	10718792	10725471	733.3	403
EOG090R04HA	Complete	Chr10	17114048	17121640	879.4	442
EOG090R04HF	Complete	Chr13	11479869	11489407	644.6	356
EOG090R04HZ	Complete	Chr16	9643023	9649745	946.5	482
EOG090R04I4	Complete	Chr05	12620739	12630180	731.0	389
EOG090R04IH	Complete	Chr24	18511609	18520684	243.2	254
EOG090R04IP	Complete	Chr04	8569923	8579070	818.1	538
EOG090R04IQ	Complete	Chr09	1385611	1404862	577.9	399
EOG090R04J5	Complete	Chr22	5705200	5710801	506.6	429
EOG090R04J6	Complete	Chr05	10409078	10417566	774.4	483
EOG090R04JP	Complete	Chr12	10558287	10561157	279.0	466
EOG090R04JQ	Complete	Chr04	8308754	8314366	824.7	447
EOG090R04JU	Complete	Chr15	8720094	8726501	270.7	275
EOG090R04KV	Complete	Chr21	5666773	5669375	668.1	414
EOG090R04LF	Complete	Chr17	7044668	7047997	707.3	411
EOG090R04LJ	Complete	Chr07	2346676	2347776	354.2	210
EOG090R04LR	Complete	Chr05	10129436	10138825	614.3	335
EOG090R04LS	Complete	Chr13	10981163	10988055	783.1	429
EOG090R04LT	Complete	Chr28	10556106	10558184	452.6	443
EOG090R04M0	Complete	Chr1z	9989163	9991298	372.6	403
EOG090R04M7	Complete	Chr05	13350558	13364365	560.9	508
EOG090R04MC	Complete	Chr11	9716040	9731977	724.9	431
EOG090R04MG	Complete	Chr21	1647574	1652587	634.5	357
EOG090R04ML	Complete	Chr05	1923041	1927744	841.1	389
EOG090R04MU	Complete	Chr13	17645945	17647831	553.0	392
EOG090R04N2	Complete	Chr04	13350637	13356482	389.3	264
EOG090R04NO	Complete	Chr07	3330966	3340094	667.6	456
EOG090R04NU	Missing
EOG090R04O0	Complete	Chr17	8606207	8618478	504.5	535
EOG090R04O3	Complete	Chr20	2381640	2383271	703.8	421
EOG090R04O5	Complete	Chr17	4144406	4150134	546.1	459
EOG090R04O6	Complete	Chr25	13024164	13042438	784.6	546
EOG090R04P6	Complete	Chr05	891105	900930	449.5	381
EOG090R04P9	Complete	Chr08	8272617	8284085	379.3	431
EOG090R04PC	Complete	Chr05	12140734	12144867	248.4	289
