# BUSCO version is: 3.0.2
# The lineage dataset is: endopterygota_odb9 (Creation date: 2016-02-13, number of species: 35, number of BUSCOs: 2442)
# To reproduce this run: python /pub46/samw/bin/busco_v3/scripts/run_BUSCO.py -i ./SSC_integrated_renamed.fa -o Px_Chrs -l /pub46/samw/bin/busco_v3/DB/endopterygota_odb9/ -m genome -c 60 --long --limit 4 -z -sp heliconius_melpomene1
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090R027X	Complete	Chr1z	13245039	13249082	544.8	421
EOG090R0283	Complete	Chr09	423960	433279	414.1	498
EOG090R028R	Complete	Chr29	4763473	4771393	790.2	569
EOG090R028V	Fragmented	Chr06	5766373	5768411	758.6	475
EOG090R0292	Complete	Chr09	7341499	7352306	1156.9	586
EOG090R029A	Complete	Chr13	9777365	9784565	688.8	566
EOG090R029C	Missing
EOG090R029G	Fragmented	Chr23	5042653	5051176	376.9	343
EOG090R029H	Complete	Chr10	560791	563721	1109.8	702
EOG090R029I	Complete	Chr10	8922429	8926498	920.0	578
EOG090R029N	Fragmented	Chr19	4427976	4432132	295.0	251
EOG090R029O	Complete	Chr09	11963639	11983698	737.1	613
EOG090R029R	Complete	Chr10	5361575	5378820	1072.1	677
EOG090R029V	Complete	Chr07	9596493	9611546	511.5	302
EOG090R02AW	Complete	Chr25	1111262	1130038	1059.3	664
EOG090R02AY	Complete	Chr04	7658982	7669377	422.9	315
EOG090R02B1	Complete	Chr05	14061805	14083335	986.8	567
EOG090R02BL	Complete	Chr27	7484417	7519875	1039.5	776
EOG090R02BN	Complete	Chr07	6451883	6458306	1146.9	542
EOG090R02BP	Complete	Chr10	12335500	12338617	341.4	385
EOG090R02BQ	Complete	Chr13	3108334	3133250	728.7	591
EOG090R02BT	Complete	Chr22	5250442	5253985	1044.2	512
EOG090R02BW	Complete	Chr22	6729967	6738200	293.3	990
EOG090R02C2	Complete	Chr22	6742518	6754137	715.6	599
EOG090R02CD	Complete	Chr21	1613872	1618227	888.1	602
EOG090R02CG	Complete	Chr27	3391640	3409834	902.8	534
EOG090R02D3	Complete	Chr29	3533422	3538102	685.6	448
EOG090R02D7	Complete	Chr15	628653	630353	867.0	495
EOG090R02DB	Complete	Chr15	4677588	4686298	914.7	476
EOG090R02DE	Complete	Chr10	533801	539573	724.1	455
EOG090R02DK	Complete	Chr14	6551760	6561480	917.5	498
EOG090R02DL	Complete	Chr18	7411503	7416763	1172.4	587
EOG090R02DX	Complete	Chr13	919228	931894	1148.9	639
EOG090R02E0	Complete	Chr10	12103220	12131453	1067.7	574
EOG090R02E4	Complete	Chr16	3010250	3033201	647.6	1037
EOG090R02EC	Complete	Chr15	7789882	7800283	1070.0	645
EOG090R02EE	Complete	Chr08	7017285	7022962	665.9	524
EOG090R02EJ	Complete	Chr10	6215477	6230626	1018.5	504
EOG090R02EK	Complete	Chr21	6504772	6507408	507.8	387
EOG090R02EP	Complete	Chr25	6417696	6420020	874.2	584
EOG090R02ER	Complete	Chr06	6224467	6234375	457.7	309
EOG090R02ES	Complete	Chr22	5500337	5506790	727.3	745
EOG090R02ET	Complete	Chr29	4857950	4865547	587.6	683
EOG090R02EU	Complete	Chr05	6223019	6231468	857.7	620
EOG090R02EX	Complete	Chr29	7111542	7113728	950.1	581
EOG090R02F3	Complete	Chr31	2769054	2776186	281.6	379
EOG090R02FA	Complete	Chr04	4105210	4109767	1105.5	668
EOG090R02FE	Complete	Chr04	4065816	4076586	845.8	543
EOG090R02FP	Complete	Chr20	4239409	4241567	712.3	454
EOG090R02FZ	Complete	Chr04	5759638	5766701	1033.0	615
EOG090R02G1	Complete	Chr12	10638395	10643676	406.2	665
EOG090R02G7	Complete	Chr13	2167315	2214688	750.7	531
EOG090R02G8	Complete	Chr10	12359189	12368910	832.9	528
EOG090R02GB	Complete	Chr22	234518	245779	1104.6	609
EOG090R02GN	Complete	Chr26	6176542	6182951	539.9	350
EOG090R02GT	Complete	Chr07	9298141	9311388	558.8	522
EOG090R02GV	Complete	Chr18	9094728	9096515	1107.7	538
EOG090R02HB	Missing
EOG090R02HO	Fragmented	Chr21	2049769	2058940	611.5	417
EOG090R02HY	Complete	Chr25	2667733	2675317	600.4	543
EOG090R02I1	Missing
EOG090R02I9	Complete	Chr05	7142524	7145400	934.7	652
EOG090R02IE	Complete	Chr29	3851263	3854244	809.9	581
EOG090R02IF	Complete	Chr12	7135409	7140873	961.1	599
EOG090R02IG	Complete	Chr04	6179284	6189608	918.9	972
EOG090R02IP	Complete	Chr12	7675569	7679480	824.3	804
EOG090R02IQ	Complete	Chr12	7740419	7748670	872.6	542
EOG090R02IR	Complete	Chr13	793838	827924	607.4	432
EOG090R02J0	Complete	Chr04	5986022	5991307	1111.9	521
EOG090R02JF	Complete	Chr04	11199623	11203995	476.1	411
EOG090R02JQ	Complete	Chr18	1554869	1557472	811.1	530
EOG090R02JS	Complete	Chr07	287476	290577	344.4	294
EOG090R02JT	Complete	Chr12	10392319	10409080	708.5	455
EOG090R02K5	Complete	Chr13	8209176	8222278	1104.2	614
EOG090R02K7	Complete	Chr13	10256797	10265533	537.1	490
EOG090R02K8	Complete	Chr15	2566369	2569345	1033.9	494
EOG090R02KU	Complete	Chr13	4479558	4488856	1083.5	635
EOG090R02LJ	Complete	Chr10	12304492	12317584	876.0	628
EOG090R02LK	Complete	Chr05	8722206	8736386	933.1	668
EOG090R02LQ	Complete	Chr21	10531456	10549681	992.7	701
EOG090R02MB	Complete	Chr28	6722369	6725726	899.1	525
EOG090R02MI	Complete	Chr04	2860933	2863839	892.5	399
EOG090R02MQ	Complete	Chr15	7668641	7678130	715.0	331
EOG090R02MU	Fragmented	Chr05	9593663	9597707	559.9	479
EOG090R02MY	Complete	Chr23	2732864	2747434	1135.1	656
EOG090R02MZ	Complete	Chr15	7018781	7033795	607.3	582
EOG090R02NG	Complete	Chr29	6009253	6024895	854.6	546
EOG090R02NQ	Missing
EOG090R02NX	Missing
EOG090R02OA	Complete	Chr25	4622137	4639852	924.1	611
EOG090R02OJ	Complete	Chr23	5762072	5778650	1073.6	802
EOG090R02OK	Complete	Chr08	2925982	2935484	987.2	620
EOG090R02OX	Complete	Chr19	4910086	4911858	1038.8	513
EOG090R02P3	Complete	Chr21	3302617	3313519	688.6	506
EOG090R02P5	Complete	Chr25	6951263	6954042	624.4	533
EOG090R02PD	Complete	Chr23	1823676	1846556	996.8	587
EOG090R02PH	Complete	Chr08	2866532	2872453	668.5	475
EOG090R02PM	Complete	Chr13	1281512	1302440	1321.9	792
EOG090R02PO	Complete	Chr13	7291360	7296287	676.2	545
EOG090R02PX	Complete	Chr11	2157485	2161901	273.0	369
EOG090R02Q7	Complete	Chr09	12098777	12110490	333.2	227
EOG090R02Q9	Complete	Chr12	10650963	10658279	200.2	125
EOG090R02QH	Complete	Chr10	4905115	4908128	593.4	504
EOG090R02QL	Complete	Chr12	7102460	7106936	955.6	449
EOG090R02QS	Complete	Chr06	10327198	10332359	297.3	219
EOG090R02R5	Missing
EOG090R02RA	Complete	Chr21	6013217	6019234	914.0	704
EOG090R02RB	Complete	Chr09	11703224	11714689	485.7	290
EOG090R02RH	Complete	Chr19	7389764	7400296	717.3	498
EOG090R02SB	Complete	Chr04	2855503	2859923	811.3	862
EOG090R02SJ	Complete	Chr13	6312791	6314568	430.3	319
EOG090R02SQ	Complete	Chr06	6201152	6204309	603.0	352
EOG090R02SS	Complete	Chr19	4792544	4808049	756.2	507
EOG090R02SW	Complete	Chr1z	13891040	13894325	391.4	285
EOG090R02T8	Complete	Chr20	414549	416240	638.6	433
EOG090R02TE	Complete	Chr13	4261855	4266650	494.7	446
EOG090R02TG	Complete	Chr13	4344480	4349640	915.4	545
EOG090R02TM	Complete	Chr1z	4028884	4052433	913.3	836
EOG090R02TR	Complete	Chr1z	5042673	5057502	953.0	517
EOG090R02U9	Complete	Chr04	3256005	3269688	848.4	492
EOG090R02UK	Complete	Chr15	8530456	8538915	618.4	406
EOG090R02VE	Complete	Chr15	6589308	6591812	1191.6	787
EOG090R02VJ	Complete	Chr29	8823862	8826200	575.7	282
EOG090R02VT	Complete	Chr25	1693732	1707873	931.0	610
EOG090R02WK	Complete	Chr12	7448386	7460703	719.0	639
EOG090R02WQ	Missing
EOG090R02XE	Missing
EOG090R02XK	Complete	Chr1z	7299612	7314353	754.0	478
EOG090R02XN	Complete	Chr29	3476960	3478953	429.2	421
EOG090R02XT	Complete	Chr26	4131930	4136878	1088.4	553
EOG090R02XU	Complete	Chr07	6545633	6554893	1047.0	587
EOG090R02Y2	Complete	Chr12	1457779	1468432	544.3	549
EOG090R02Y3	Complete	Chr22	4655298	4669483	850.2	535
EOG090R02Y6	Complete	Chr12	3060102	3064568	608.9	425
EOG090R02YB	Complete	Chr22	4024597	4033637	493.4	384
EOG090R02YC	Complete	Chr05	7154139	7160200	841.6	467
EOG090R02YH	Complete	Chr02	5430079	5462695	920.8	540
EOG090R02YL	Fragmented	Chr19	159415	160780	158.4	158
EOG090R02YW	Complete	Chr03	2989274	2990140	242.0	140
EOG090R02Z6	Complete	Chr19	7451754	7454018	899.3	491
EOG090R02Z9	Complete	Chr25	5248133	5253020	987.8	647
EOG090R02ZC	Complete	Chr20	2550146	2564223	975.2	492
EOG090R02ZD	Complete	Chr21	694853	697093	711.6	624
EOG090R02ZN	Fragmented	Chr26	425085	431755	369.3	282
EOG090R02ZP	Complete	Chr29	5414114	5431763	852.8	635
EOG090R02ZR	Complete	Chr06	11822259	11843476	871.3	618
EOG090R02ZV	Missing
EOG090R0302	Complete	Chr31	4365863	4368313	670.8	470
EOG090R0303	Missing
EOG090R0305	Complete	Chr16	384626	392981	687.4	576
EOG090R0307	Complete	Chr12	7556981	7572130	821.9	518
EOG090R030M	Complete	Chr13	7298727	7303727	569.0	359
EOG090R030Q	Complete	Chr04	5991720	5997458	492.3	365
EOG090R030V	Complete	Chr12	3517598	3530935	155.8	400
EOG090R0311	Missing
EOG090R0318	Complete	Chr20	2411365	2429667	1037.0	537
EOG090R0319	Complete	Chr11	2097129	2104246	420.1	276
EOG090R031A	Complete	Chr10	1001834	1005294	936.9	568
EOG090R031M	Complete	Chr25	3736472	3738319	691.6	488
EOG090R031N	Complete	Chr03	9043872	9046298	529.5	497
EOG090R031P	Complete	Chr19	9569041	9587172	966.0	547
EOG090R031Q	Complete	Chr03	6318387	6324287	510.1	385
EOG090R031U	Complete	Chr21	7499710	7505954	570.3	664
EOG090R0326	Complete	Chr20	1651661	1653256	835.7	426
EOG090R032F	Complete	Chr16	3135720	3156821	763.5	529
EOG090R032J	Complete	Chr08	4086322	4087983	682.4	448
EOG090R032L	Complete	Chr09	3582302	3594137	483.3	406
EOG090R032Y	Complete	Chr17	226417	233403	706.9	403
EOG090R032Z	Complete	Chr05	10522753	10526825	561.7	476
EOG090R033B	Fragmented	Chr1z	10796212	10799640	302.7	220
EOG090R033W	Complete	Chr16	4653857	4656424	578.7	455
EOG090R0340	Complete	Chr04	8927127	8935033	389.5	373
EOG090R0348	Fragmented	Chr06	5930631	5940281	584.8	493
EOG090R034A	Complete	Chr21	3237656	3246954	803.4	440
EOG090R034K	Complete	Chr07	2579150	2598841	922.6	649
EOG090R034P	Complete	Chr31	2225760	2239225	899.0	458
EOG090R034V	Complete	Chr19	8178998	8188907	942.3	535
EOG090R0351	Fragmented	Chr15	3115323	3122076	550.9	403
EOG090R0355	Complete	Chr15	11152671	11155290	661.9	404
EOG090R035C	Complete	Chr23	8325198	8331711	408.2	523
EOG090R035G	Complete	Chr23	6689623	6692383	910.4	488
EOG090R035J	Complete	Chr15	4856262	4860785	693.5	545
EOG090R035K	Complete	Chr05	11569606	11585306	634.4	358
EOG090R035O	Complete	Chr04	8315898	8317382	845.2	448
EOG090R0360	Complete	Chr07	4907555	4910770	891.6	1049
EOG090R0363	Fragmented	Chr27	3679704	3699032	1043.4	526
EOG090R0364	Complete	Chr27	4342228	4356891	871.4	488
EOG090R036A	Complete	Chr15	9551760	9556393	1005.7	441
EOG090R036G	Complete	Chr12	5441501	5445854	664.7	500
EOG090R036W	Complete	Chr15	8700220	8701560	682.9	380
EOG090R037A	Complete	Chr29	10891266	10897446	695.4	413
EOG090R037B	Complete	Chr1z	3164502	3180846	854.7	736
EOG090R037J	Complete	Chr23	6071552	6073287	375.6	287
EOG090R037Z	Complete	Chr1z	7958657	7965969	825.0	439
EOG090R038O	Complete	Chr22	5207287	5211469	270.5	150
EOG090R0399	Complete	Chr12	7299309	7301367	631.5	449
EOG090R039A	Complete	Chr03	8458417	8465015	356.3	363
EOG090R039I	Complete	Chr03	8061152	8073591	476.3	553
EOG090R039Q	Fragmented	Chr14	1916850	1923118	712.5	450
EOG090R03A3	Complete	Chr29	7114099	7120568	755.1	495
EOG090R03AC	Complete	Chr12	9628955	9631766	777.5	429
EOG090R03AE	Fragmented	Chr22	3445491	3450630	305.6	257
EOG090R03AN	Complete	Chr06	7508512	7520574	689.6	470
EOG090R03AT	Complete	Chr04	8955570	8965268	684.9	409
EOG090R03AU	Fragmented	Chr10	1214958	1219208	442.4	286
EOG090R03BD	Complete	Chr10	11595325	11597641	946.1	462
EOG090R03BK	Complete	Chr10	6747206	6749116	427.8	394
EOG090R03BL	Complete	Chr06	10454252	10459808	1019.7	508
EOG090R03BP	Complete	Chr20	6643223	6661261	894.4	552
EOG090R03BV	Complete	Chr24	2905981	2917396	698.0	498
EOG090R03BW	Complete	Chr1z	13647155	13661513	328.6	346
EOG090R03CR	Complete	Chr25	7662415	7670946	401.9	252
EOG090R03CY	Complete	Chr09	8246141	8251008	434.5	333
EOG090R03D7	Complete	Chr10	989384	1000795	481.9	442
EOG090R03DB	Complete	Chr03	5249862	5260930	835.8	472
EOG090R03DD	Complete	Chr09	3568667	3572685	468.4	274
EOG090R03DG	Complete	Chr17	5684449	5707275	1048.3	775
EOG090R03E3	Missing
EOG090R03E4	Complete	Chr19	2862955	2865159	441.0	396
EOG090R03E6	Missing
EOG090R03E7	Complete	Chr05	2200927	2203131	727.3	538
EOG090R03EC	Complete	Chr20	1207627	1210704	952.5	583
EOG090R03EH	Complete	Chr15	6102594	6108184	838.4	442
EOG090R03F2	Complete	Chr16	2342925	2359800	930.3	500
EOG090R03F6	Complete	Chr10	12236399	12241712	624.6	398
EOG090R03FA	Complete	Chr04	5847388	5849259	685.3	543
EOG090R03FB	Complete	Chr22	2375069	2377057	775.2		426
EOG090R03FF	Complete	Chr31	2214913	2219205	468.3	446
EOG090R03FH	Complete	Chr24	3562911	3564227	462.6	373
EOG090R03G4	Complete	Chr04	5200211	5204499	443.7	398
EOG090R03GK	Complete	Chr19	4912479	4917191	606.5	436
EOG090R03H9	Fragmented	Chr04	7818060	7830637	321.5	230
EOG090R03HD	Complete	Chr29	3195969	3202345	829.0	442
EOG090R03HL	Complete	Chr20	1215456	1225618	660.4	408
EOG090R03HN	Complete	Chr29	10602833	10606533	649.7	340
EOG090R03HT	Complete	Chr23	6640997	6644769	696.7	397
EOG090R03HW	Complete	Chr16	3464559	3471969	896.8	434
EOG090R03HY	Complete	Chr10	4806856	4813294	476.0	365
EOG090R03I4	Complete	Chr06	10639442	10645697	440.3	349
EOG090R03I6	Complete	Chr26	3941537	3952010	1033.8	450
EOG090R03II	Complete	Chr10	1925417	1926901	576.5	357
EOG090R03IO	Missing
EOG090R03IW	Complete	Chr12	3111183	3122453	670.0	450
EOG090R03IX	Complete	Chr14	3300779	3312865	333.4	360
EOG090R03J0	Complete	Chr09	9551549	9553078	635.3	394
EOG090R03J8	Complete	Chr15	7913441	7916345	563.0	270
EOG090R03JA	Complete	Chr12	8573792	8579817	498.0	430
EOG090R03JI	Complete	Chr05	6771390	6777818	611.8	312
EOG090R03JN	Complete	Chr22	1919088	1925347	837.4	486
EOG090R03K0	Complete	Chr05	8576157	8578547	405.9	284
EOG090R03K8	Complete	Chr23	10366367	10373399	455.1	322
EOG090R03KH	Complete	Chr20	5443650	5446275	829.3	399
EOG090R03L1	Complete	Chr15	7763846	7782515	499.9	465
EOG090R03L2	Complete	Chr26	2051747	2092258	575.4	363
EOG090R03LB	Missing
EOG090R03LU	Complete	Chr12	5862718	5901839	1062.7	680
EOG090R03LX	Complete	Chr29	4119912	4121984	1230.0	684
EOG090R03MB	Complete	Chr19	10218839	10228064	600.0	407
EOG090R03MY	Complete	Chr04	11388814	11396357	696.8	548
EOG090R03NA	Complete	Chr13	5075981	5077720	636.7	439
EOG090R03NF	Complete	Chr18	7453311	7462100	815.9	542
EOG090R03NL	Complete	Chr04	3912427	3919458	397.8	203
EOG090R03O0	Complete	Chr16	902869	914363	864.0	499
EOG090R03O7	Fragmented	Chr08	8941205	8950775	244.2	245
EOG090R03O8	Complete	Chr13	3378310	3386936	301.8	222
EOG090R03OA	Fragmented	Chr07	1452378	1468779	684.9	317
EOG090R03OH	Complete	Chr06	3896350	3916677	716.3	419
EOG090R03OJ	Complete	Chr21	5777434	5779008	854.2	459
EOG090R03OM	Complete	Chr07	9549514	9553949	460.1	277
EOG090R03P4	Complete	Chr12	7513953	7520586	1082.2	668
EOG090R03P8	Complete	Chr1z	8542926	8551975	252.3	205
EOG090R03P9	Complete	Chr08	5582849	5604003	690.4	473
EOG090R03PF	Complete	Chr24	88397	89839	321.7	384
EOG090R03PO	Complete	Chr13	5534058	5542400	561.9	454
EOG090R03PR	Complete	Chr17	2483441	2493888	640.2	403
EOG090R03Q3	Complete	Chr19	4518860	4524458	609.6	490
EOG090R03Q4	Complete	Chr17	8201533	8218548	481.6	363
EOG090R03QT	Complete	Chr17	4798405	4805068	842.6	547
EOG090R03QU	Complete	Chr25	4155571	4158546	1009.3	457
EOG090R03RJ	Missing
EOG090R03RU	Complete	Chr29	3210122	3228002	820.4	414
EOG090R03S4	Complete	Chr21	4814045	4834111	1355.2	723
EOG090R03SA	Complete	Chr19	7440623	7448042	708.4	467
EOG090R03SD	Complete	Chr11	2529236	2530702	613.7	395
EOG090R03SR	Complete	Chr10	5649765	5651618	622.5	465
EOG090R03SU	Complete	Chr26	3863798	3876675	749.0	383
EOG090R03T0	Complete	Chr12	691492	699626	769.6	474
EOG090R03T6	Complete	Chr1z	7598482	7605072	307.1	198
EOG090R03TB	Complete	Chr16	5089857	5097299	334.5	311
EOG090R03TE	Complete	Chr18	9790965	9806460	765.8	404
EOG090R03TJ	Complete	Chr29	4642346	4644160	696.4	345
EOG090R03TT	Complete	Chr07	9506301	9511592	827.9	417
EOG090R03UL	Complete	Chr26	2269657	2283970	412.3	329
EOG090R03UM	Complete	Chr06	11759252	11766774	812.7	469
EOG090R03UQ	Complete	Chr14	11146846	11148444	835.3	446
EOG090R03V1	Complete	Chr15	10806992	10812796	781.7	460
EOG090R03V3	Complete	Chr23	5083328	5098804	453.6	989
EOG090R03VE	Complete	Chr05	12225815	12248780	432.2	286
EOG090R03VK	Complete	Chr04	11595122	11609701	448.4	244
EOG090R03VU	Complete	Chr04	7205581	7228098	536.0	543
EOG090R03VZ	Complete	Chr29	4771484	4773449	303.3	365
EOG090R03W6	Complete	Chr17	11046320	11049654	941.0	602
EOG090R03WV	Complete	Chr15	8685024	8698053	564.3	902
EOG090R03WW	Fragmented	Chr03	5538867	5546894	311.6	262
EOG090R03WZ	Complete	Chr05	2380887	2391562	633.9	350
EOG090R03X5	Complete	Chr04	8684319	8685863	603.5	355
EOG090R03XD	Complete	Chr02	870908	885687	681.9	590
EOG090R03XI	Complete	Chr06	10592348	10612454	610.7	579
EOG090R03XM	Complete	Chr26	3781196	3786467	835.7	507
EOG090R03XY	Complete	Chr10	12080876	12082879	716.8	455
EOG090R03Y8	Complete	Chr20	4540789	4549306	553.3	351
EOG090R03Y9	Complete	Chr22	2738203	2751710	513.2	332
EOG090R03YT	Complete	Chr13	932468	939389	840.8	686
EOG090R03YV	Complete	Chr16	2622216	2629668	765.6	476
EOG090R03Z7	Complete	Chr16	3133254	3135302	634.7	520
EOG090R03ZA	Fragmented	Chr06	7223270	7231203	483.2	349
EOG090R03ZD	Complete	Chr04	5301551	5303480	808.0	403
EOG090R03ZG	Complete	Chr05	13433862	13443532	722.2	522
EOG090R03ZL	Complete	Chr06	8119796	8121505	946.9	499
EOG090R03ZR	Complete	Chr15	3131025	3136947	763.4	394
EOG090R03ZS	Complete	Chr15	6110778	6118812	719.0	378
EOG090R0400	Complete	Chr08	1500879	1510029	733.9	391
EOG090R040F	Complete	Chr13	4931000	4933250	565.7	361
EOG090R040L	Complete	Chr05	1338050	1339932	558.6	321
EOG090R040N	Complete	Chr07	5976353	5978622	816.3	469
EOG090R0413	Complete	Chr29	5771036	5775487	971.1	484
EOG090R0418	Complete	Chr10	3271126	3275180	703.4	453
EOG090R041D	Complete	Chr04	3824324	3828144	466.9	307
EOG090R041R	Complete	Chr03	926646	944752	313.3	264
EOG090R0421	Complete	Chr25	4484300	4496140	694.5	370
EOG090R0427	Complete	Chr13	4250905	4261631	730.8	456
EOG090R042C	Fragmented	Chr28	3998367	4001829	439.1	291
EOG090R042E	Complete	Chr24	4700338	4717711	900.8	477
EOG090R042J	Complete	Chr06	11549314	11562591	524.8	381
EOG090R042Q	Complete	Chr28	3970044	3973991	452.7	350
EOG090R042S	Complete	Chr16	3573980	3583127	418.9	458
EOG090R042T	Complete	Chr05	1392004	1404469	523.1	301
EOG090R042U	Complete	Chr04	3837897	3850768	352.7	278
EOG090R043A	Complete	Chr29	3749883	3773061	641.1	357
EOG090R043F	Complete	Chr16	1327965	1332071	690.7	487
EOG090R043M	Complete	Chr10	11281751	11293890	662.6	471
EOG090R043R	Complete	Chr18	5757048	5758655	705.1	465
EOG090R043S	Complete	Chr04	6312978	6316370	949.5	488
EOG090R0444	Fragmented	Chr24	3470470	3473895	215.6	212
EOG090R0449	Complete	Chr17	5725528	5737333	556.7	445
EOG090R044M	Complete	Chr21	742207	746191	375.0	218
EOG090R0459	Complete	Chr06	1537595	1541180	479.1	286
EOG090R045B	Complete	Chr1z	3181650	3187575	504.0	378
EOG090R045E	Complete	Chr28	2553387	2554967	597.1	448
EOG090R045F	Complete	Chr25	4051937	4064797	746.8	643
EOG090R045M	Complete	Chr03	5927243	5933403	837.3	372
EOG090R045R	Complete	Chr17	8905348	8918603	430.8	502
EOG090R045X	Fragmented	Chr28	924833	930779	173.8	272
EOG090R0460	Complete	Chr21	4231298	4232713	235.8	181
EOG090R0463	Complete	Chr25	6156630	6162338	299.5	267
EOG090R046K	Complete	Chr12	11270411	11275683	549.8	365
EOG090R046R	Complete	Chr05	13762416	13768196	153.7	249
EOG090R0478	Complete	Chr23	7077770	7079588	570.2	392
EOG090R047C	Complete	Chr10	4488473	4493142	438.5	577
EOG090R047E	Complete	Chr10	8861922	8864924	460.6	358
EOG090R047W	Complete	Chr20	2196186	2211696	782.2	400
EOG090R0481	Complete	Chr09	12899551	12910302	822.5	405
EOG090R0485	Complete	Chr28	5837557	5850267	530.7	370
EOG090R0487	Complete	Chr26	3787498	3803647	975.4	469
EOG090R048N	Complete	Chr12	5343548	5345409	601.5	489
EOG090R048O	Complete	Chr15	8269498	8279270	480.6	409
EOG090R049O	Complete	Chr09	11721909	11732894	721.8	584
EOG090R049S	Complete	Chr08	1375608	1388460	440.9	232
EOG090R049Y	Complete	Chr26	5427386	5445406	646.7	449
EOG090R04AD	Complete	Chr29	9526024	9529829	676.4	403
EOG090R04AF	Complete	Chr29	8082121	8087605	807.7	421
EOG090R04AS	Complete	Chr13	4267237	4268565	627.3	368
EOG090R04B0	Complete	Chr12	7272338	7279807	605.5	367
EOG090R04B9	Complete	Chr21	4367105	4375345	962.2	488
EOG090R04BI	Complete	Chr12	6690687	6702763	680.9	412
EOG090R04BY	Complete	Chr29	5763340	5766826	489.4	292
EOG090R04C3	Complete	Chr04	12640827	12643991	750.2	402
EOG090R04C6	Complete	Chr05	2687857	2697712	607.2	404
EOG090R04C7	Fragmented	Chr20	1661188	1667882	127.9	125
EOG090R04CF	Complete	Chr30	1383380	1402968	674.3	362
EOG090R04CG	Complete	Chr05	10700985	10702901	636.0	431
EOG090R04CW	Complete	Chr12	3096250	3101858	402.9	319
EOG090R04DB	Complete	Chr03	4268938	4277368	716.6	427
EOG090R04DD	Complete	Chr25	5006699	5012761	393.2	302
EOG090R04DN	Complete	Chr30	2659614	2666796	592.8	385
EOG090R04E6	Complete	Chr29	9050171	9052849	223.9	181
EOG090R04EI	Complete	Chr24	2873631	2887283	663.9	462
EOG090R04EO	Complete	Chr29	6905432	6917087	846.1	437
EOG090R04FB	Complete	Chr29	4174099	4182725	669.6	445
EOG090R04FF	Fragmented	Chr21	6529095	6533781	504.4	334
EOG090R04FG	Complete	Chr06	11949689	11951506	935.5	463
EOG090R04FY	Complete	Chr30	2979903	3000152	380.8	469
EOG090R04G9	Complete	Chr23	5525812	5533942	683.2	417
EOG090R04GF	Complete	Chr23	571536	593205	771.8	567
EOG090R04GO	Complete	Chr21	2752302	2771651	1473.8	805
EOG090R04GT	Complete	Chr05	2396373	2416876	764.7	604
EOG090R04H6	Complete	Chr08	3775283	3779687	705.6	396
EOG090R04HA	Complete	Chr10	448976	454797	876.9	443
EOG090R04HF	Complete	Chr13	5168137	5174261	616.7	356
EOG090R04HZ	Complete	Chr16	2040619	2044716	947.1	482
EOG090R04I4	Complete	Chr05	5057243	5063192	727.3	391
EOG090R04IH	Complete	Chr24	2866904	2872722	259.7	253
EOG090R04IP	Complete	Chr04	7089149	7103271	714.2	546
EOG090R04IQ	Complete	Chr09	9625399	9634844	674.5	436
EOG090R04J5	Complete	Chr22	5217323	5219121	525.0	430
EOG090R04J6	Complete	Chr05	6840372	6849181	767.1	482
EOG090R04JP	Complete	Chr12	7493217	7496125	242.2	487
EOG090R04JQ	Complete	Chr04	7241018	7248920	805.4	441
EOG090R04JU	Complete	Chr15	9200463	9205037	260.5	276
EOG090R04KV	Complete	Chr21	2293067	2301344	596.2	406
EOG090R04LF	Complete	Chr17	6361737	6364853	698.4	411
EOG090R04LJ	Duplicated	Chr07	1618025	1618993	333.4	202
EOG090R04LJ	Duplicated	Chr07	1649898	1650866	333.4	202
EOG090R04LR	Complete	Chr05	7043132	7056124	604.7	329
EOG090R04LS	Complete	Chr13	5666950	5671926	776.9	428
EOG090R04LT	Complete	Chr28	8932448	8940159	399.5	421
EOG090R04M0	Fragmented	Chr1z	8161464	8163757	147.0	98
EOG090R04M7	Complete	Chr05	4493566	4505441	554.1	515
EOG090R04MC	Complete	Chr29	3509405	3519178	688.3	433
EOG090R04MG	Complete	Chr21	10141287	10145693	633.0	361
EOG090R04ML	Complete	Chr05	9502316	9506050	844.0	389
EOG090R04MU	Complete	Chr13	11446992	11448896	507.4	394
EOG090R04N2	Complete	Chr04	3933008	3941664	390.2	267
EOG090R04NO	Complete	Chr07	2425668	2435059	668.3	440
EOG090R04NU	Complete	Chr07	7745559	7762732	471.6	335
EOG090R04O0	Complete	Chr17	7338839	7343354	344.5	329
EOG090R04O3	Complete	Chr20	7525014	7526648	718.2	420
EOG090R04O5	Complete	Chr17	9889189	9893623	581.8	465
EOG090R04O6	Complete	Chr08	3493108	3505842	799.8	560
EOG090R04P6	Fragmented	Chr05	12996004	13000388	401.5	281
EOG090R04P9	Complete	Chr08	8976090	8982564	496.7	450
EOG090R04PC	Complete	Chr05	5320170	5323578	250.5	222
EOG090R04Q0	Complete	Chr23	3939192	3942110	235.6	306
EOG090R04QB	Complete	Chr25	2878946	2894272	620.0	413
EOG090R04QJ	Complete	Chr09	12045659	12058110	651.0	329
EOG090R04QL	Missing
EOG090R04QN	Complete	Chr07	9341047	9348915	599.4	394
EOG090R04QY	Complete	Chr09	2977941	2984465	980.3	511
EOG090R04RC	Complete	Chr22	4531052	4533758	457.6	358
EOG090R04RJ	Fragmented	Chr20	5487641	5513166	680.7	322
